id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
3058,"Selec, MiBRX-2M-1-0-0-24VAC- Modular PLC MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MiBRX-2M-1-0-0-24VAC,MiBRX,MiBRX-2M-1-0-0-24VAC,,3935,Piece,Each,1,"Selec, MiBRX-2M-1-0-0-24VAC MiBRX Series Rail Mount",,,,,,Display Type,7 Segment LED Display,Supply Voltage,24VAC/24VDC,Dimension,35(W) x 90(H) x 60(D)mm,Analog Outputs,As per IO Card Selection,No. of Slots,2,RTC With Time Switch Function,Optional,Code Memory,112Kb,Communication Interface,RS485 Modbus RTU Protocol (Slave ),Expansion,No,Mounting Type,Din Rail,FI / Maximum Counting Frequency,1( 5kHz),1714478995-Product-MiBRX-2M-1-0-0-24VAC.png,4130956459-Selec--MiBRX,85371000,18%,,,,,,,,,1,1-2 days,
3059,"Selec, MiBRX-4M-1-0-0-230V- Modular PLC MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MiBRX-4M-1-0-0-230V,MiBRX,MiBRX-4M-1-0-0-230V,,6169,Piece,Each,1,"Selec, MiBRX-4M-1-0-0-230V MiBRX Series Rail Mount",,,,,,Display Type,LED Display/LCD Display,Supply Voltage,230VAC/24VDC,Dimension,70(W) x 90(H) x 66.4(D)mm,Analog Outputs,As per IO Card Selection,No. of Slots,4,RTC With Time Switch Function,Yes,Code Memory,240Kb,Communication Interface,RS485 Modbus RTU Protocol (Master â€“ Slave ),Expansion,No,Mounting Type,Din Rail,FI / Maximum Counting Frequency,1( 5kHz),1714479253-Product-MiBRX-4M-1-0-0-230V.png,1705577638-Selec--MiBRX,85371000,18%,,,,,,,,,1,1-2 days,
3060,"Selec, MiBRX-4M-1-1-1-230V- Modular PLC MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MiBRX-4M-1-1-1-230V,MiBRX,MiBRX-4M-1-1-1-230V,,6660,Piece,Each,1,"Selec, MiBRX-4M-1-1-1-230V MiBRX Series Rail Mount",,,,,,Display Type,LED Display/LCD Display,Supply Voltage,230VAC/24VDC,Dimension,70(W) x 90(H) x 66.4(D)mm,Digital Input,4+1,No. of Slots,4,Size,4m,,,,,,,,,,,1714479268-Product-MiBRX-4M-1-1-1-230V.png,4805367192-Selec--MiBRX,85371000,18%,,,,,,,,,1,1-2 days,
3061,"Selec, MIBRX-4M-1-0-0-24VDC- Modular PLC MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MIBRX-4M-1-0-0-24VDC,MiBRX,MIBRX-4M-1-0-0-24VDC,,6871,Piece,Each,1,"Selec, MIBRX-4M-1-0-0-24VDC MiBRX Series Rail Mount",,,,,,Display Type,LED Display/LCD Display,Supply Voltage,230VAC/24VDC,Dimension,70(W) x 90(H) x 66.4(D)mm,Digital Output/Analog Output,As per IO Card Selection,No. of Slots,4,Code Memory,240Kb,Communication Interface,RS485 Modbus RTU Protocol (Master - Slave ),Expansion,No,Mounting Type,Din Rail,FI / Maximum Counting Frequency,1( 5kHz),,,1714479281-Product-MIBRX-4M-1-0-0-24VDC.png,2317846102-Selec--MIBRX,85371000,18%,,,,,,,,,1,1-2 days,
3062,"Selec, MIBRX-4M-1-1-1-24VDC- Modular PLC MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MIBRX-4M-1-1-1-24VDC,MiBRX,MIBRX-4M-1-1-1-24VDC,,7264,Piece,Each,1,"Selec, MIBRX-4M-1-1-1-24VDC MiBRX Series Rail Mount",,,,,,Display Type,LED Display/LCD Display,Supply Voltage,230VAC/24VDC,Dimension,70x90x66.4 mm,Digital Outputs/Analog Outputs,As per IO Card Selection,No. of Slots,4,Code Memory,240Kb,Communication Interface,RS485 Modbus RTU Protocol (Master - Slave ),Expansion,No,Mounting Type,Din Rail,Digital Inputs,4+1*,,,1714479294-Product-MIBRX-4M-1-1-1-24VDC.png,1125351748-Selec--MIBRX,85371000,18%,,,,,,,,,1,1-2 days,
3063,"Selec, MiBRX-6M-1-1-1-230V- Modular PLC MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MiBRX-6M-1-1-1-230V,MiBRX,MiBRX-6M-1-1-1-230V,,11445,Piece,Each,1,"Selec, MiBRX-6M-1-1-1-230V MiBRX Series Rail Mount",,,,,,Display Type,LED Display/LCD Display,Supply Voltage,230VAC/24VDC,Dimension,70(W) x 90(H) x 66.4(D)mm,Digital Outputs/Analog Outputs,4 relay + As per IO card selection/As per IO Card Selection,No. of Slots,6,RTC With Time Switch Function,yes,Code Memory,240Kb,Communication Interface,"RS485 Modbus RTU Protocol (Master Ã¢â‚¬â€œ Slave ), Ethernet (Slave), USB , CAN",Expansion,via modbus RTU RS485,Mounting Type,Din Rail,Digital Inputs,"10+1* (INCH 1FI,1AI-V, +4RO, NTC,RTC, MASTER)",1714479268-Product-MiBRX-4M-1-1-1-230V.png,6921257770-Selec--MiBRX,85371000,18%,,,,,,,,,1,1-2 days,
3064,"Selec, MIBRX-6M-2-1-1-0-1-24VDC MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MIBRX-6M-2-1-1-0-1-24VDC,MiBRX,MIBRX-6M-2-1-1-0-1-24VDC,,18770,Piece,Each,1,"Selec, MIBRX-6M-2-1-1-0-1-24VDC MiBRX Series Rail Mount",,,,,,Type,LCD with Blue backlight & White font,Digits,2 lines x 8 characters (Font size 5x7mm),I/O Points,12,Output Type,Digital,Communication Port,RS485,No. of keys,6 keys (5 User configurable),,,,,,,,,,,1714540819-Product-MIBRX-6M-2-1-1-0-1-24VDC.png,8750276444-Selec--MIBRX,85371000,18%,https://www.selec.com/viewdocument/73f490f3f868edbcd80b5d3f7cedc403,,,,,,,,1,1-2 days,
3065,"Selec, MiBRX-DSP-2M-0-1-06-A MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MiBRX-DSP-2M-0-1-06-A,MiBRX,MiBRX-DSP-2M-0-1-06-A,,540,Piece,Each,1,"Selec, MiBRX-DSP-2M-0-1-06-A MiBRX Series Rail Mount",,,,,,Display Type,7 Segment LED Display,Supply Voltage,24VAC/24VDC,Dimension,35x90x60 mm,Analog Inputs/Digital Outputs/Analog Outputs,As per IO Card Selection,Mounting Type,Din Rail,No. of Slots,2,Counting Frequency,1( 5kHz),,Digital Input,3,Code Memory,112Kb,Series,2M,,1714540986-Product-Screenshot 2024-05-01 105251.,5061388346-Selec--MiBRX,85371000,18%,,,,,,,,,1,1-2 days,
3066,"Selec, MiBRX-DSP-2M-7-1-04-A MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MiBRX-DSP-2M-7-1-04-A,MiBRX,MiBRX-DSP-2M-7-1-04-A,,851,Piece,Each,1,"Selec, MiBRX-DSP-2M-7-1-04-A MiBRX Series Rail Mount",,,,,,Display Type,7 Segment LED Display,Supply Voltage,24VAC/24VDC,Dimension,35x90x60 mm,Analog Inputs/Digital Outputs/Analog Outputs,As per IO Card Selection,Mounting Type,Din Rail,No. of Slots,2,Counting Frequency,1( 5kHz),,Digital Input,3,Code Memory,112Kb,Series,2M,,1714540986-Product-Screenshot 2024-05-01 105251.,6931886341-Selec--MiBRX,85371000,18%,,,,,,,,,1,1-2 days,
3067,"Selec, MiBRX-DSP-6M-8-2-08-A MiBRX Series Rail Mount",Selec,Factory Automation,PLC,Micro Modular PLC,MiBRX Series Rail Mount,MiBRX-DSP-6M-8-2-08-A,MiBRX,MiBRX-DSP-6M-8-2-08-A,,1763,Piece,Each,1,"Selec, MiBRX-DSP-6M-8-2-08-A MiBRX Series Rail Mount",,,,,,Display Type,LED Display/LCD Display,Supply Voltage,230 VAC/24 VDC,Dimension,70x90x66.4 mm,Analog Inputs/Digital Outputs/Analog Outputs,As per IO Card Selection,Mounting Type,Din Rail,No. of Slots,6,Counting Frequency,1( 5kHz) / 2( 5kHz),,Digital Input,10+1* / 12,Code Memory,240Kb,Series,6M,,1714541562-Product-Screenshot 2024-05-01 110235.png,4577167961-Selec--MiBRX,85371000,18%,,,,,,,,,1,1-2 days,
