name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
"CSMBS1B20N C&S Electric- 20A , 1 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1B20N,B-Series,CSMBS1B20N,5220,4176,Piece,Each,Pack of 6,"CSMBS1B20N,C&S 20A , 1 Pole+N B Curve 10kA WiNtrip2 MC:- Buy C&S, CSMBS1BN20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,20 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS1B25N C&S Electric- 25A , 1 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1B25N,B-Series,CSMBS1B25N,5220,4176,Piece,Each,Pack of 6,"CSMBS1B25N,C&S 25A , 1 Pole+N B Curve 10kA WiNtrip2 MC:- Buy C&S, CSMBS1BN25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS1B32N C&S Electric- 32A ,1 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1B32N,B-Series,CSMBS1B32N,5220,4176,Piece,Each,Pack of 6,"CSMBS1B32N,C&S 32A ,1 Pole+N B Curve 10kA WiNtrip2 MC:- Buy C&S, CSMBS1BN32in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS1B40N C&S Electric- 40A , 1 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1B40N,B-Series,CSMBS1B40N,7530,6024,Piece,Each,Pack of 6,"CSMBS1B40N,C&S 40A , 1 Pole+N B Curve 10kA WiNtrip2 MC:- Buy C&S, CSMBS1BN40 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS1B50N C&S Electric- 50A, 1 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1B50N,B-Series,CSMBS1B50N,8490,6792,Piece,Each,Pack of 6,"CSMBS1B50N,C&S50A, 1 Pole+N B Curve 10kA WiNtrip2 MC:- Buy C&S, CSMBS1BN50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS1B63N C&S Electric- 63A, 1 Pole+N, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1B63N,B-Series,CSMBS1B63N,8490,6792,Piece,Each,Pack of 6,"CSMBS1B63N,C&S 63A, 1 Pole+N B Curve 10kA WiNtrip2 MC:- Buy C&S, CSMBS1BN63 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,1 pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739712-Product-Screenshot 2024-03-18 105820.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS2B6 C&S Electric- 6A, 2 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2B6,B-Series,CSMBS2B6,5790,4632,Piece,Each,Pack of 6,"CSMBS2B6,C&S 6A, 2 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2B6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS2B10 C&S Electric- 10A, 2 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2B10,B-Series,CSMBS2B10,5790,4632,Piece,Each,Pack of 6,"CSMBS2B10,C&S 10A, 2 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2B10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS2B20 C&S Electric- 20A, 2 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2B20,B-Series,CSMBS2B20,5790,4632,Piece,Each,Pack of 6,"CSMBS2B20,C&S 20A, 2 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2B20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,20 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS2B25 C&S Electric- 25A, 2 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2B25,B-Series,CSMBS2B25,5790,4632,Piece,Each,Pack of 6,"CSMBS2B25,C&S 25A, 2 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS2B25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS2B32 C&S Electric- 32A, 2 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2B32,B-Series,CSMBS2B32,5790,4632,Piece,Each,Pack of 6,"CSMBS2B32,C&S 32A, 2 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS2B32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS2B40 C&S Electric- 40A, 2 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2B40,B-Series,CSMBS2B40,8190,6552,Piece,Each,Pack of 6,"CSMBS2B40,C&S 40A, 2 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2B40in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS2B50 C&S Electric- 50A, 2 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2B50,B-Series,CSMBS2B50,9420,7536,Piece,Each,Pack of 6,"CSMBS2B50,C&S 50A, 2 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2B50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS2B63 C&S Electric- 63A, 2 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2B63,B-Series,CSMBS2B63,9420,7536,Piece,Each,Pack of 6,"CSMBS2B63,C&S 63A, 2 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S,CSMBS2B63 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B6 C&S Electric- 6A, 3 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B6,B-Series,CSMBS3B6,5760,4608,Piece,Each,Pack of 4,"CSMBS3B6,C&S 6A, 3 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B10 C&S Electric- 10A, 3 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B10,B-Series,CSMBS3B10,5760,4608,Piece,Each,Pack of 4,"CSMBS3B10,C&S 10A, 3 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
"CSMBS3B20 C&S Electric- 20A, 3 Pole, B Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3B20,B-Series,CSMBS3B20,5760,4608,Piece,Each,Pack of 4,"CSMBS3B20,C&S 20A, 3 Pole, B Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3B20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,B Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,20 Amp,Rated Frequency,50/60Hz,Rated Voltage,415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,,,18%,,,,,,,,,1,1-2 Days
