id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
2332,Mitsubishi Electric Q61P-A2 (Refurbished)- Power Supply Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Power Supply Module,Q61P-A2 (Refurbished),Q-Series,Q61P-A2 (Refurbished),17400,6090,Piece,Each,1,The Mitsubishi Q61P-A2 is a power supply module for the System Q series PLC family. There are a number of power supply modules for users to choose from which ensures their PLC is receiving the amount of power they need for their modules. The PSU module supplies power to the modules slotted into the base unit. At least one power supply module is needed for the base rack and for some extension base units. Each of these power supply modules have a red LED to indicate readiness for operation.,,,,,,Input voltage,200 - 240 VAC,Input frequency,50/60 Hz (Â±5%),Inrush current,20 A within 8 ms,Rated output current (5 VDC),(6A),Efficiency,70%,Power indicator,Power LED display,Terminal screw size,Terminal screw size M 3.5 x 7 mm,Applicable wire size,0.3 - 2mm2 (AWG 18-14),,,,,,,1713418330-Product-Screenshot 2024-04-18 105834.png,1336590725-Mitsubishi-El,,18%,,,,,59.2mm,98mm,90mm,0.30 kg,1,1-2 Days,
2333,Mitsubishi Electric QX42 (Refurbished)- Digital Input Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Digital Input Module,QX42 (Refurbished),Q-Series,QX42 (Refurbished),41900,14665,Piece,Each,1,"64 point, 24V DC input (4mA), sink type, 32 points/common",,,,,,Type,DC INPUT (PLUS COMMON),Occupied I/O Points on PLC,64,Integrated Digital Inputs,64,Rated Input Voltage (VDC),24,Wiring,CONNECTOR,Int. Current Consumption (A),0.075,,,,,,,,,,,1713418509-Product-Screenshot 2024-04-18 110501.png,4201585827-Mitsubishi-El,,18%,,,,,27.4mm,98mm,90mm,0.18kg,1,1-2 Days,
2334,Mitsubishi Electric QY42P (Refurbished)- Digital Output Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Digital Output Module,QY42P (Refurbished),Q-Series,QY42P (Refurbished),41900,14665,Piece,Each,1,"PLC Q Series Output module; 12/24V DC;0.1A, 64 transistor outputs sink;connector",,,,,,Type,TRANSISTOR OUTPUT (SINK),Power Supply (V),(12-24),Current Type,DC,Occupied I/O Points on PLC,64,Integrated Digital Outputs,64,Output Type,TRANSISTOR,Output Logic,SINK,Rated Load Voltage (VDC),(12-24),Wiring,SCREW,Int. Current Consumption (A),0.15,,,1713418559-Product-Screenshot 2024-04-18 110551.png,7944091778-Mitsubishi-El,,18%,,,,,27.4mm,98mm,90mm,0.17kg,1,1-2 Days,
2335,Mitsubishi Electric QD75P1 (Refurbished)- Output Position Control Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Output Position Control Module,QD75P1 (Refurbished),Q-Series,QD75P1 (Refurbished),38200,13370,Piece,Each,1,Single axis pulse output position control module (Qn) (Open-collector),,,,,,Type,Positioning Module,No. of control axes,1-axis open collector output system,Applicable wire size,0.3 to 0.75 mm2,External wiring connection system,40-pin connector,No. of occupied I/O points,32 points (I/O assignment: intelligent 32 points),,,,,,,,,,,,,1713418715-Product-Screenshot 2024-04-18 110824.png,9769851919-Mitsubishi-El,,18%,,,,,27.4mm,98mm,90mm,0.15kg,1,1-2 Days,
2336,Mitsubishi Electric Q68DAV (Refurbished)- Analogue I/O Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Analogue I/O Module,Q68DAV (Refurbished),Q-Series,Q68DAV (Refurbished),37200,13020,Piece,Each,1,Single axis pulse output position control module (Qn) (Open-collector),,,,,,Type,ANALOG OUTPUT,Power Supply (V),24,Current Type,DC,Occupied I/O Points on PLC,16,Integrated Analogue Outputs,8,Output Voltage Range (V,-10-10; 0-5; 1-5,Wiring,SCREW,Int. Current Consumption (A),0.38,,,,,,,1713418795-Product-Screenshot 2024-04-18 110949.png,1872442643-Mitsubishi-El,,18%,,,,,27.4mm,98mm,112mm,0.2kg,1,1-2 Days,
2337,Mitsubishi Electric QJ71LP21-25 (Refurbished)- Network Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Network Module,QJ71LP21-25 (Refurbished),Q-Series,QJ71LP21-25 (Refurbished),81850,28647.5,Piece,Each,1,"PLC Q Series MELSECNET10/H Master/Slave module, fibre duplex loop, SI/QSI",,,,,,Type,MASTER/LOCAL STATION,Network Interface,MELSECNET/H,,,,,,,,,,,,,,,,,,,1713418858-Product-Screenshot 2024-04-18 111050.png,2934903691-Mitsubishi-El,,18%,,,,,27.4mm,98mm,90mm,0.11kg,1,1-2 Days,
2338,Mitsubishi Electric QJ61BT11N (Refurbished)- Network Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Network Module,QJ61BT11N (Refurbished),Q-Series,QJ61BT11N (Refurbished),28700,10045,Piece,Each,1,"PLC Q Series MELSECNET10/H Master/Slave module, fibre duplex loop, SI/QSI",,,,,,TYPE,MASTER/LOCAL STATION,NETWORK INTERFACE,CC-LINK,,,,,,,,,,,,,,,,,,,1713418902-Product-Screenshot 2024-04-18 111137.png,4601216555-Mitsubishi-El,,18%,,,,,27.4mm,98mm,90mm,0.12kg,1,1-2 Days,
2339,Mitsubishi Electric QJ71C24N (Refurbished)- Serial Com Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Serial Com Module,QJ71C24N (Refurbished),Q-Series,QJ71C24N (Refurbished),49600,17360,Piece,Each,1,"PLC Q Series Serial communication module RS-232: 1 port, RS-422/485: 1 port",,,,,,Series,MELSEC-Q SERIES,Interface,"RS-232, RS-422/485",Type,Communication Module,,,,,,,,,,,,,,,,,1713418977-Product-Screenshot 2024-04-18 111251.png,8364093647-Mitsubishi-El,,18%,,,,,27.4mm,98mm,90mm,0.2kg,1,1-2 Days,
2340,Mitsubishi Electric QY10 (Refurbished)- Digital Output Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Digital Output Module,QY10 (Refurbished),Q-Series,QY10 (Refurbished),20500,7175,Piece,Each,1,PLC Q Series Output module; 240V AC/24V DC; 2A;16 relay outputs; screw terminals,,,,,,Type,RELAY OUTPUT,Occupied I/O Points on PLC,16,Integrated Digital Outputs,16,Output Type,RELAY,Rated Load Voltage (VAC),240,Rated Load Voltage (VDC),24,Wiring,SCREW,Int. Current Consumption (A),"0,43",,,,,,,1713419017-Product-Screenshot 2024-04-18 111331.png,7871493552-Mitsubishi-El,,18%,,,,,27.4mm,98mm,90mm,0.22kg,1,1-2 Days,
2341,Mitsubishi Electric QX42-S1 (Refurbished)- Digital Input Module,Mitsubishi Electric,Factory Automation,PLC,Modular PLC,Digital Input Module,QX42-S1 (Refurbished),Q-Series,QX42-S1 (Refurbished),41900,14665,Piece,Each,1,"PLC Q Series Input module; 24 V DC; 64 inputs; sink; response time 0,1 ms",,,,,,Type,DC INPUT (PLUS COMMON),Power Supply (V),24,Current Type,DC,Occupied I/O Points on PLC,64,Integrated Digital Inputs,64,Rated Input Voltage (VDC),24,Wiring,CONNECTOR,Int. Current Consumption (A),75,,,,,,,1713419081-Product-Screenshot 2024-04-18 111421.png,9637282916-Mitsubishi-El,,18%,,,,,27.4mm,98mm,90mm,0.18kg,1,1-2 Days,
